item_id,collection,subject,loan_policy_days,home_location
I003414,Book,HSS,28,Main
I003415,DVD,STEM,7,Main
I003416,Book,HSS,28,Main
I003417,Book,STEM,28,Main
I003418,Book,HSS,28,Main
I003419,Book,STEM,28,Main
I003420,Book,STEM,28,Main
I003421,Book,Arts,28,Main
I003422,Book,STEM,28,Main
I003423,Book,STEM,28,Main
I003424,Book,STEM,28,Main
I003425,DVD,Arts,7,Main
I003426,Book,Business,28,Main
I003427,Book,HSS,28,Main
I003428,Book,Medicine,28,Main
I003429,DVD,STEM,7,Main
I003430,Book,Business,28,Main
I003431,Book,Business,28,Main
I003432,CourseReserve,HSS,1,Main
I003433,Book,Law,28,Main
I003434,Book,HSS,28,Main
I003435,Book,HSS,28,Main
I003436,Book,HSS,28,Main
I003437,Book,Business,28,Main
I003438,Book,HSS,28,Main
I003439,CourseReserve,HSS,1,Main
I003440,CourseReserve,Business,1,Main
I003441,Book,HSS,28,Main
I003442,Book,HSS,28,Main
I003443,Book,HSS,28,Main
I003444,CourseReserve,STEM,1,Main
I003445,CourseReserve,STEM,1,Main
I003446,Book,HSS,28,Main
I003447,DVD,Arts,7,Main
I003448,Book,Business,28,Main
I003449,Book,HSS,28,Main
I003450,Book,HSS,28,Main
I003451,Book,STEM,28,Main
I003452,Book,Law,28,Main
I003453,Book,HSS,28,Main
I003454,Book,HSS,28,Main
I003455,CourseReserve,Medicine,1,Main
I003456,Book,HSS,28,Main
I003457,Book,STEM,28,Main
I003458,Book,Medicine,28,Main
I003459,Book,Law,28,Main
I003460,Book,STEM,28,Main
I003461,Book,Law,28,Main
I003462,Book,HSS,28,Main
I003463,Book,Business,28,Main
I003464,Book,STEM,28,Main
I003465,Book,Business,28,Main
I003466,Book,Arts,28,Main
I003467,Book,Arts,28,Main
I003468,Book,Medicine,28,Main
I003469,DVD,STEM,7,Main
I003470,Book,STEM,28,Main
I003471,Book,STEM,28,Main
I003472,Book,Law,28,Main
I003473,Book,Medicine,28,Main
I003474,Book,HSS,28,Main
I003475,DVD,Arts,7,Main
I003476,DVD,Business,7,Main
I003477,CourseReserve,Arts,1,Main
I003478,Book,Medicine,28,Main
I003479,Book,HSS,28,Main
I003480,Book,HSS,28,Main
I003481,Book,HSS,28,Main
I003482,Book,HSS,28,Main
I003483,Book,Law,28,Main
I003484,CourseReserve,Business,1,Main
I003485,Book,Medicine,28,Main
I003486,Book,Law,28,Main
I003487,Book,HSS,28,Main
I003488,Book,HSS,28,Main
I003489,Book,HSS,28,Main
I003490,Book,STEM,28,Main
I003491,Book,STEM,28,Main
I003492,Book,HSS,28,Main
I003493,Laptop,STEM,3,Main
I003494,Laptop,HSS,3,Main
I003495,Book,Law,28,Main
I003496,Book,STEM,28,Main
I003497,DVD,STEM,7,Main
I003498,Laptop,STEM,3,Main
I003499,Book,Arts,28,Main
I003500,Book,HSS,28,Main
I003501,Book,STEM,28,Main
I003502,DVD,Business,7,Main
I003503,CourseReserve,STEM,1,Main
I003504,Book,Arts,28,Main
I003505,Laptop,STEM,3,Main
I003506,Book,STEM,28,Main
I003507,CourseReserve,HSS,1,Main
I003508,Book,STEM,28,Main
I003509,DVD,HSS,7,Main
I003510,Book,HSS,28,Main
I003511,Book,STEM,28,Main
I003512,Book,STEM,28,Main
I003513,CourseReserve,HSS,1,Main
I003514,DVD,Law,7,Main
I003515,DVD,Law,7,Main
I003516,CourseReserve,HSS,1,Main
I003517,Book,STEM,28,Main
I003518,Book,Business,28,Main
I003519,Book,STEM,28,Main
I003520,Book,STEM,28,Main
I003521,Book,HSS,28,Main
I003522,Book,Law,28,Main
I003523,Book,Arts,28,Main
I003524,Book,Law,28,Main
I003525,Book,HSS,28,Main
I003526,Book,STEM,28,Main
I003527,CourseReserve,Medicine,1,Main
I003528,Book,HSS,28,Main
I003529,CourseReserve,Arts,1,Main
I003530,Book,Arts,28,Main
I003531,Book,HSS,28,Main
I003532,DVD,Arts,7,Main
I003533,Book,STEM,28,Main
I003534,Book,Medicine,28,Main
I003535,Book,STEM,28,Main
I003536,Book,STEM,28,Main
I003537,Book,Law,28,Main
I003538,Book,Business,28,Main
I003539,Book,HSS,28,Main
I003540,Book,STEM,28,Main
I003541,Book,HSS,28,Main
I003542,DVD,STEM,7,Main
I003543,Book,STEM,28,Main
I003544,Book,STEM,28,Main
I003545,DVD,STEM,7,Main
I003546,Book,HSS,28,Main
I003547,Book,HSS,28,Main
I003548,Book,HSS,28,Main
I003549,Book,STEM,28,Main
I003550,Book,Arts,28,Main
I003551,DVD,HSS,7,Main
I003552,Book,Arts,28,Main
I003553,Book,Business,28,Main
I003554,Book,Law,28,Main
I003555,Book,Law,28,Main
I003556,Book,Business,28,Main
I003557,Book,HSS,28,Main
I003558,Book,STEM,28,Main
I003559,Book,Law,28,Main
I003560,Book,STEM,28,Main
I003561,Book,Medicine,28,Main
I003562,DVD,HSS,7,Main
I003563,Book,Law,28,Main
I003564,Book,STEM,28,Main
I003565,Book,STEM,28,Main
I003566,Book,STEM,28,Main
I003567,Book,Law,28,Main
I003568,Book,Medicine,28,Main
I003569,Book,STEM,28,Main
I003570,DVD,Business,7,Main
I003571,Book,STEM,28,Main
I003572,Book,HSS,28,Main
I003573,DVD,HSS,7,Main
I003574,CourseReserve,HSS,1,Main
I003575,Laptop,STEM,3,Main
I003576,Book,STEM,28,Main
I003577,Book,Business,28,Main
I003578,Book,Business,28,Main
I003579,Book,HSS,28,Main
I003580,Book,HSS,28,Main
I003581,Book,HSS,28,Main
I003582,DVD,STEM,7,Main
I003583,Book,HSS,28,Main
I003584,DVD,HSS,7,Main
I003585,Book,Arts,28,Main
I003586,Book,Business,28,Main
I003587,Book,HSS,28,Main
I003588,Book,STEM,28,Main
I003589,Book,STEM,28,Main
I003590,Book,Business,28,Main
I003591,CourseReserve,STEM,1,Main
I003592,Book,HSS,28,Main
I003593,Book,Business,28,Main
I003594,Book,STEM,28,Main
I003595,Book,HSS,28,Main
I003596,Book,STEM,28,Main
I003597,Book,STEM,28,Main
I003598,Book,STEM,28,Main
I003599,Book,HSS,28,Main
I003600,Book,STEM,28,Main
I003601,Book,HSS,28,Main
I003602,Book,Business,28,Main
I003603,Book,HSS,28,Main
I003604,Book,HSS,28,Main
I003605,Book,Law,28,Main
I003606,Book,Business,28,Main
I003607,DVD,Business,7,Main
I003608,Book,STEM,28,Main
I003609,CourseReserve,HSS,1,Main
I003610,CourseReserve,Business,1,Main
I003611,Book,Law,28,Main
I003612,Book,HSS,28,Main
I003613,Book,Medicine,28,Main
I003614,DVD,HSS,7,Main
I003615,Book,Arts,28,Main
I003616,Book,Medicine,28,Main
I003617,Book,Law,28,Main
I003618,DVD,Arts,7,Main
I003619,DVD,Business,7,Main
I003620,Book,HSS,28,Main
I003621,Book,STEM,28,Main
I003622,Book,HSS,28,Main
I003623,Book,STEM,28,Main
I003624,DVD,Business,7,Main
I003625,Book,STEM,28,Main
I003626,Book,STEM,28,Main
I003627,Book,STEM,28,Main
I003628,DVD,Medicine,7,Main
I003629,DVD,HSS,7,Main
I003630,Book,STEM,28,Main
I003631,Book,HSS,28,Main
I003632,Book,Law,28,Main
I003633,Book,HSS,28,Main
I003634,Book,Law,28,Main
I003635,Book,HSS,28,Main
I003636,Book,HSS,28,Main
I003637,CourseReserve,Arts,1,Main
I003638,Book,HSS,28,Main
I003639,Book,STEM,28,Main
I003640,Book,HSS,28,Main
I003641,Book,STEM,28,Main
I003642,Laptop,STEM,3,Main
I003643,Book,HSS,28,Main
I003644,Book,HSS,28,Main
I003645,Book,STEM,28,Main
I003646,Book,Law,28,Main
I003647,Book,Business,28,Main
I003648,Book,STEM,28,Main
I003649,Book,STEM,28,Main
I003650,CourseReserve,HSS,1,Main
I003651,Book,HSS,28,Main
I003652,Book,HSS,28,Main
I003653,DVD,HSS,7,Main
I003654,Book,HSS,28,Main
I003655,Book,STEM,28,Main
I003656,Book,STEM,28,Main
I003657,Book,Arts,28,Main
I003658,Book,HSS,28,Main
I003659,Book,Law,28,Main
I003660,Laptop,Business,3,Main
I003661,Book,STEM,28,Main
I003662,Book,HSS,28,Main
I003663,Book,HSS,28,Main
I003664,Book,HSS,28,Main
I003665,Book,HSS,28,Main
I003666,Book,Business,28,Main
I003667,DVD,HSS,7,Main
I003668,Book,HSS,28,Main
I003669,Book,Law,28,Main
I003670,Book,Business,28,Main
I003671,Book,STEM,28,Main
I003672,Book,Law,28,Main
I003673,Book,STEM,28,Main
I003674,Book,HSS,28,Main
I003675,Book,STEM,28,Main
I003676,Book,STEM,28,Main
I003677,Book,Arts,28,Main
I003678,Book,HSS,28,Main
I003679,DVD,STEM,7,Main
I003680,Book,HSS,28,Main
I003681,Book,STEM,28,Main
I003682,Book,HSS,28,Main
I003683,Book,HSS,28,Main
I003684,Book,Business,28,Main
I003685,Book,STEM,28,Main
I003686,Book,STEM,28,Main
I003687,CourseReserve,HSS,1,Main
I003688,Book,HSS,28,Main
I003689,Book,STEM,28,Main
I003690,Book,Medicine,28,Main
I003691,DVD,Arts,7,Main
I003692,Book,STEM,28,Main
I003693,Book,STEM,28,Main
I003694,Book,Medicine,28,Main
I003695,Book,STEM,28,Main
I003696,Book,STEM,28,Main
I003697,CourseReserve,HSS,1,Main
I003698,Book,Business,28,Main
I003699,CourseReserve,STEM,1,Main
I003700,Book,Business,28,Main
I003701,Book,Business,28,Main
I003702,Book,HSS,28,Main
I003703,Book,Business,28,Main
I003704,DVD,Business,7,Main
I003705,CourseReserve,STEM,1,Main
I003706,Laptop,HSS,3,Main
I003707,Book,HSS,28,Main
I003708,Book,STEM,28,Main
I003709,Book,STEM,28,Main
I003710,CourseReserve,STEM,1,Main
I003711,Book,HSS,28,Main
I003712,Book,Medicine,28,Main
I003713,Book,HSS,28,Main
I003714,Book,HSS,28,Main
I003715,CourseReserve,STEM,1,Main
I003716,Book,STEM,28,Main
I003717,Book,HSS,28,Main
I003718,Book,HSS,28,Main
I003719,Book,HSS,28,Main
I003720,Book,Business,28,Main
I003721,Book,Business,28,Main
I003722,DVD,STEM,7,Main
I003723,CourseReserve,Business,1,Main
I003724,Book,Business,28,Main
I003725,Book,HSS,28,Main
I003726,CourseReserve,Arts,1,Main
I003727,Book,Business,28,Main
I003728,Book,HSS,28,Main
I003729,Book,HSS,28,Main
I003730,Book,HSS,28,Main
I003731,Book,HSS,28,Main
I003732,CourseReserve,Business,1,Main
I003733,Book,STEM,28,Main
I003734,Book,Business,28,Main
I003735,Book,Business,28,Main
I003736,Book,STEM,28,Main
I003737,Book,Law,28,Main
I003738,Book,HSS,28,Main
I003739,Book,HSS,28,Main
I003740,Book,Law,28,Main
I003741,Laptop,HSS,3,Main
I003742,DVD,HSS,7,Main
I003743,Book,Medicine,28,Main
I003744,Book,Law,28,Main
I003745,Book,HSS,28,Main
I003746,Book,Law,28,Main
I003747,Book,Business,28,Main
I003748,Book,HSS,28,Main
I003749,Book,HSS,28,Main
I003750,Laptop,Arts,3,Main
I003751,Laptop,STEM,3,Main
I003752,Laptop,HSS,3,Main
I003753,Book,STEM,28,Main
I003754,Book,Business,28,Main
I003755,Book,HSS,28,Main
I003756,Book,HSS,28,Main
I003757,Book,HSS,28,Main
I003758,Book,Arts,28,Main
I003759,Book,HSS,28,Main
I003760,DVD,STEM,7,Main
I003761,Book,Arts,28,Main
I003762,Book,HSS,28,Main
I003763,Book,Arts,28,Main
I003764,Book,Arts,28,Main
I003765,Book,Medicine,28,Main
I003766,Book,HSS,28,Main
I003767,Book,Law,28,Main
I003768,Book,Business,28,Main
I003769,Book,Arts,28,Main
I003770,Book,HSS,28,Main
I003771,Book,Business,28,Main
I003772,Laptop,STEM,3,Main
I003773,Book,HSS,28,Main
I003774,Book,STEM,28,Main
I003775,Book,Business,28,Main
I003776,CourseReserve,STEM,1,Main
I003777,DVD,STEM,7,Main
I003778,Book,Arts,28,Main
I003779,Book,STEM,28,Main
I003780,Laptop,Law,3,Main
I003781,Book,STEM,28,Main
I003782,Book,STEM,28,Main
I003783,Book,Law,28,Main
I003784,DVD,Arts,7,Main
I003785,DVD,STEM,7,Main
I003786,Book,Business,28,Main
I003787,Book,HSS,28,Main
I003788,Book,HSS,28,Main
I003789,Book,STEM,28,Main
I003790,CourseReserve,HSS,1,Main
I003791,Book,HSS,28,Main
I003792,Book,STEM,28,Main
I003793,Book,HSS,28,Main
I003794,Book,HSS,28,Main
I003795,Book,STEM,28,Main
I003796,Book,STEM,28,Main
I003797,Book,Arts,28,Main
I003798,Book,Law,28,Main
I003799,Book,STEM,28,Main
I003800,Book,Arts,28,Main
I003801,Book,Business,28,Main
I003802,CourseReserve,HSS,1,Main
I003803,DVD,HSS,7,Main
I003804,CourseReserve,Law,1,Main
I003805,Book,STEM,28,Main
I003806,CourseReserve,Business,1,Main
I003807,Book,Business,28,Main
I003808,Book,Law,28,Main
I003809,Book,Arts,28,Main
I003810,Book,STEM,28,Main
I003811,Book,HSS,28,Main
I003812,Book,Business,28,Main
I003813,Book,HSS,28,Main
I003814,Book,Business,28,Main
I003815,Book,Arts,28,Main
I003816,Book,Law,28,Main
I003817,Book,STEM,28,Main
I003818,DVD,STEM,7,Main
I003819,DVD,STEM,7,Main
I003820,Book,STEM,28,Main
I003821,Book,Law,28,Main
I003822,Book,Business,28,Main
I003823,DVD,Law,7,Main
I003824,Book,HSS,28,Main
I003825,Book,STEM,28,Main
I003826,Book,Business,28,Main
I003827,Book,STEM,28,Main
I003828,Book,STEM,28,Main
I003829,DVD,Business,7,Main
I003830,Book,Law,28,Main
I003831,Book,STEM,28,Main
I003832,DVD,Medicine,7,Main
I003833,DVD,HSS,7,Main
I003834,Book,Arts,28,Main
I003835,Book,HSS,28,Main
I003836,Book,HSS,28,Main
I003837,CourseReserve,Medicine,1,Main
I003838,Book,HSS,28,Main
I003839,CourseReserve,Business,1,Main
I003840,Book,Business,28,Main
I003841,Book,Medicine,28,Main
I003842,Book,Arts,28,Main
I003843,Book,HSS,28,Main
I003844,Book,Business,28,Main
I003845,Book,HSS,28,Main
I003846,Book,STEM,28,Main
I003847,CourseReserve,Medicine,1,Main
I003848,Book,STEM,28,Main
I003849,Book,STEM,28,Main
I003850,Book,STEM,28,Main
I003851,Book,Law,28,Main
I003852,Book,Arts,28,Main
I003853,Book,HSS,28,Main
I003854,CourseReserve,STEM,1,Main
I003855,Book,Medicine,28,Main
I003856,Book,STEM,28,Main
I003857,Book,HSS,28,Main
I003858,Book,STEM,28,Main
I003859,Book,STEM,28,Main
I003860,DVD,HSS,7,Main
I003861,DVD,Medicine,7,Main
I003862,Book,STEM,28,Main
I003863,Book,Arts,28,Main
I003864,Book,Business,28,Main
I003865,Book,Law,28,Main
I003866,Book,HSS,28,Main
I003867,Book,STEM,28,Main
I003868,Book,HSS,28,Main
I003869,Book,Arts,28,Main
I003870,Book,HSS,28,Main
I003871,Book,HSS,28,Main
I003872,Book,STEM,28,Main
I003873,Book,HSS,28,Main
I003874,DVD,HSS,7,Main
I003875,Book,STEM,28,Main
I003876,Book,HSS,28,Main
I003877,Book,HSS,28,Main
I003878,DVD,STEM,7,Main
I003879,Book,Business,28,Main
I003880,Book,STEM,28,Main
I003881,Book,STEM,28,Main
I003882,Book,STEM,28,Main
I003883,CourseReserve,STEM,1,Main
I003884,Book,Arts,28,Main
I003885,Laptop,HSS,3,Main
I003886,CourseReserve,Law,1,Main
I003887,Laptop,Medicine,3,Main
I003888,Book,Business,28,Main
I003889,Book,HSS,28,Main
I003890,Book,HSS,28,Main
I003891,Book,Business,28,Main
I003892,Book,HSS,28,Main
I003893,Book,Business,28,Main
I003894,Book,Business,28,Main
I003895,Book,Business,28,Main
I003896,DVD,HSS,7,Main
I003897,Book,Business,28,Main
I003898,DVD,Law,7,Main
I003899,Book,Medicine,28,Main
I003900,DVD,HSS,7,Main
I003901,Book,HSS,28,Main
I003902,Book,STEM,28,Main
I003903,Laptop,HSS,3,Main
I003904,Book,STEM,28,Main
I003905,DVD,Arts,7,Main
I003906,Book,STEM,28,Main
I003907,Book,Medicine,28,Main
I003908,Book,HSS,28,Main
I003909,Book,HSS,28,Main
I003910,Book,HSS,28,Main
I003911,Book,HSS,28,Main
I003912,Book,Medicine,28,Main
I003913,Book,HSS,28,Main
I003914,CourseReserve,STEM,1,Main
I003915,CourseReserve,STEM,1,Main
I003916,Book,Arts,28,Main
I003917,Book,HSS,28,Main
I003918,Book,HSS,28,Main
I003919,Book,HSS,28,Main
I003920,DVD,STEM,7,Main
I003921,CourseReserve,HSS,1,Main
I003922,Book,Medicine,28,Main
I003923,DVD,STEM,7,Main
I003924,Book,Law,28,Main
I003925,CourseReserve,STEM,1,Main
I003926,Book,HSS,28,Main
I003927,Book,STEM,28,Main
I003928,Book,Arts,28,Main
I003929,Book,Medicine,28,Main
I003930,Book,Medicine,28,Main
I003931,CourseReserve,Business,1,Main
I003932,Book,HSS,28,Main
I003933,Book,HSS,28,Main
I003934,Book,HSS,28,Main
I003935,Book,HSS,28,Main
I003936,Book,HSS,28,Main
I003937,Book,STEM,28,Main
I003938,Book,Law,28,Main
I003939,Book,Medicine,28,Main
I003940,Book,Business,28,Main
I003941,Book,Arts,28,Main
I003942,Laptop,HSS,3,Main
I003943,Book,HSS,28,Main
I003944,Book,Law,28,Main
I003945,Book,HSS,28,Main
I003946,Book,HSS,28,Main
I003947,Book,STEM,28,Main
I003948,Book,HSS,28,Main
I003949,Book,STEM,28,Main
I003950,Book,STEM,28,Main
I003951,Book,STEM,28,Main
I003952,DVD,Law,7,Main
I003953,CourseReserve,STEM,1,Main
I003954,Book,HSS,28,Main
I003955,Book,HSS,28,Main
I003956,DVD,STEM,7,Main
I003957,CourseReserve,Business,1,Main
I003958,Book,Business,28,Main
I003959,Book,Law,28,Main
I003960,Book,HSS,28,Main
I003961,Book,STEM,28,Main
I003962,Book,STEM,28,Main
I003963,Book,STEM,28,Main
I003964,Book,STEM,28,Main
I003965,Book,STEM,28,Main
I003966,DVD,STEM,7,Main
I003967,Book,Business,28,Main
I003968,Book,HSS,28,Main
I003969,Book,Business,28,Main
I003970,Book,HSS,28,Main
I003971,CourseReserve,HSS,1,Main
I003972,Book,Arts,28,Main
I003973,Book,Arts,28,Main
I003974,Book,HSS,28,Main
I003975,Book,STEM,28,Main
I003976,Laptop,HSS,3,Main
I003977,Book,STEM,28,Main
I003978,Book,Medicine,28,Main
I003979,Book,Arts,28,Main
I003980,Book,Law,28,Main
I003981,DVD,STEM,7,Main
I003982,DVD,STEM,7,Main
I003983,Book,HSS,28,Main
I003984,Book,Medicine,28,Main
I003985,DVD,Medicine,7,Main
I003986,CourseReserve,STEM,1,Main
I003987,Book,HSS,28,Main
I003988,Book,HSS,28,Main
I003989,Book,HSS,28,Main
I003990,DVD,Business,7,Main
I003991,Book,STEM,28,Main
I003992,Book,HSS,28,Main
I003993,Book,STEM,28,Main
I003994,Book,Business,28,Main
I003995,Book,HSS,28,Main
I003996,Book,Medicine,28,Main
I003997,Book,Medicine,28,Main
I003998,Book,Arts,28,Main
I003999,Book,STEM,28,Main
I004000,Book,HSS,28,Main
I004001,Book,STEM,28,Main
I004002,DVD,STEM,7,Main
I004003,Book,HSS,28,Main
I004004,Book,STEM,28,Main
I004005,Book,STEM,28,Main
I004006,Book,Medicine,28,Main
I004007,Book,HSS,28,Main
I004008,Book,Law,28,Main
I004009,Book,Business,28,Main
I004010,Book,Business,28,Main
I004011,Book,Medicine,28,Main
I004012,Book,Business,28,Main
I004013,Book,Arts,28,Main
I004014,Book,STEM,28,Main
I004015,Book,STEM,28,Main
I004016,Book,HSS,28,Main
I004017,Laptop,HSS,3,Main
I004018,Laptop,HSS,3,Main
I004019,Book,HSS,28,Main
I004020,Book,HSS,28,Main
I004021,Book,HSS,28,Main
I004022,Book,HSS,28,Main
I004023,Book,Medicine,28,Main
I004024,DVD,HSS,7,Main
I004025,Book,Business,28,Main
I004026,DVD,HSS,7,Main
I004027,Book,Arts,28,Main
I004028,Book,Medicine,28,Main
I004029,Book,Law,28,Main
I004030,Book,Law,28,Main
I004031,Book,HSS,28,Main
I004032,Book,Arts,28,Main
I004033,Book,Medicine,28,Main
I004034,CourseReserve,Medicine,1,Main
I004035,Book,Law,28,Main
I004036,CourseReserve,STEM,1,Main
I004037,CourseReserve,Medicine,1,Main
I004038,DVD,HSS,7,Main
I004039,Book,STEM,28,Main
I004040,Book,HSS,28,Main
I004041,DVD,Arts,7,Main
I004042,Book,HSS,28,Main
I004043,Book,HSS,28,Main
I004044,Book,STEM,28,Main
I004045,Book,Business,28,Main
I004046,Book,Law,28,Main
I004047,Book,HSS,28,Main
I004048,Book,HSS,28,Main
I004049,DVD,Business,7,Main
I004050,Book,Arts,28,Main
I004051,CourseReserve,Business,1,Main
I004052,Book,STEM,28,Main
I004053,DVD,Medicine,7,Main
I004054,Book,STEM,28,Main
I004055,Book,STEM,28,Main
I004056,Book,STEM,28,Main
I004057,DVD,STEM,7,Main
I004058,Book,Business,28,Main
I004059,Laptop,STEM,3,Main
I004060,CourseReserve,HSS,1,Main
I004061,Book,HSS,28,Main
I004062,Book,HSS,28,Main
I004063,Book,STEM,28,Main
I004064,Book,HSS,28,Main
I004065,DVD,HSS,7,Main
I004066,Book,Law,28,Main
I004067,Book,Law,28,Main
I004068,CourseReserve,Business,1,Main
I004069,Book,STEM,28,Main
I004070,DVD,Medicine,7,Main
I004071,Book,Arts,28,Main
I004072,Book,Business,28,Main
I004073,Book,Law,28,Main
I004074,Book,HSS,28,Main
I004075,Book,Arts,28,Main
I004076,Book,HSS,28,Main
I004077,Book,HSS,28,Main
I004078,Book,STEM,28,Main
I004079,Book,HSS,28,Main
I004080,Book,Arts,28,Main
I004081,Book,STEM,28,Main
I004082,Book,STEM,28,Main
I004083,Book,Law,28,Main
I004084,Book,STEM,28,Main
I004085,Book,HSS,28,Main
I004086,Book,Law,28,Main
I004087,Book,Business,28,Main
I004088,Book,STEM,28,Main
I004089,DVD,Business,7,Main
I004090,Book,HSS,28,Main
I004091,Book,HSS,28,Main
I004092,Book,HSS,28,Main
I004093,Book,STEM,28,Main
I004094,CourseReserve,Medicine,1,Main
I004095,Book,Business,28,Main
I004096,Book,STEM,28,Main
I004097,Book,STEM,28,Main
I004098,Book,Business,28,Main
I004099,Book,HSS,28,Main
I004100,Book,HSS,28,Main
I004101,Book,Arts,28,Main
I004102,Book,Law,28,Main
I004103,Book,Arts,28,Main
I004104,Book,STEM,28,Main
I004105,Book,Law,28,Main
I004106,Book,HSS,28,Main
I004107,CourseReserve,HSS,1,Main
I004108,Book,STEM,28,Main
I004109,Laptop,HSS,3,Main
I004110,Book,HSS,28,Main
I004111,Book,HSS,28,Main
I004112,Book,HSS,28,Main
I004113,Book,Law,28,Main
I004114,Book,STEM,28,Main
I004115,Book,HSS,28,Main
I004116,Book,HSS,28,Main
I004117,Laptop,HSS,3,Main
I004118,Book,Law,28,Main
I004119,Book,HSS,28,Main
I004120,Book,Business,28,Main
I004121,Book,HSS,28,Main
I004122,Book,HSS,28,Main
I004123,Book,Medicine,28,Main
I004124,Laptop,Business,3,Main
I004125,DVD,HSS,7,Main
I004126,Book,Business,28,Main
I004127,Book,STEM,28,Main
I004128,CourseReserve,Medicine,1,Main
I004129,Book,STEM,28,Main
I004130,Book,Law,28,Main
I004131,Book,Arts,28,Main
I004132,Book,HSS,28,Main
I004133,Book,Law,28,Main
I004134,Book,STEM,28,Main
I004135,Book,HSS,28,Main
I004136,Book,HSS,28,Main
I004137,Book,HSS,28,Main
I004138,Book,Law,28,Main
I004139,Book,STEM,28,Main
I004140,Book,STEM,28,Main
I004141,Book,HSS,28,Main
I004142,Book,STEM,28,Main
I004143,Book,Arts,28,Main
I004144,DVD,STEM,7,Main
I004145,Laptop,Law,3,Main
I004146,Book,Business,28,Main
I004147,Book,Business,28,Main
I004148,Book,STEM,28,Main
I004149,Book,Medicine,28,Main
I004150,Book,STEM,28,Main
I004151,Book,Medicine,28,Main
I004152,Book,HSS,28,Main
I004153,Book,HSS,28,Main
I004154,Book,HSS,28,Main
I004155,Book,Business,28,Main
I004156,Book,STEM,28,Main
I004157,Book,HSS,28,Main
I004158,DVD,HSS,7,Main
I004159,CourseReserve,Medicine,1,Main
I004160,Book,Medicine,28,Main
I004161,Book,STEM,28,Main
I004162,Book,Law,28,Main
I004163,Book,STEM,28,Main
I004164,Book,STEM,28,Main
I004165,Book,Arts,28,Main
I004166,Book,HSS,28,Main
I004167,Book,STEM,28,Main
I004168,Book,STEM,28,Main
I004169,Book,STEM,28,Main
I004170,Book,STEM,28,Main
I004171,Book,STEM,28,Main
I004172,CourseReserve,HSS,1,Main
I004173,Book,STEM,28,Main
I004174,Book,HSS,28,Main
I004175,DVD,HSS,7,Main
I004176,CourseReserve,HSS,1,Main
I004177,Book,Business,28,Main
I004178,DVD,STEM,7,Main
I004179,Book,Law,28,Main
I004180,Book,Business,28,Main
I004181,Book,Law,28,Main
I004182,Book,STEM,28,Main
I004183,Book,STEM,28,Main
I004184,Book,STEM,28,Main
I004185,Book,Law,28,Main
I004186,Book,STEM,28,Main
I004187,Book,Medicine,28,Main
I004188,Book,Medicine,28,Main
I004189,Book,HSS,28,Main
I004190,Book,HSS,28,Main
I004191,Book,Law,28,Main
I004192,DVD,HSS,7,Main
I004193,Book,HSS,28,Main
I004194,Book,Medicine,28,Main
I004195,Book,HSS,28,Main
I004196,Book,Arts,28,Main
I004197,Book,Business,28,Main
I004198,Book,Business,28,Main
I004199,Book,HSS,28,Main
I004200,Book,HSS,28,Main
I004201,DVD,STEM,7,Main
I004202,Book,HSS,28,Main
I004203,Book,HSS,28,Main
I004204,CourseReserve,HSS,1,Main
I004205,Book,HSS,28,Main
I004206,Book,HSS,28,Main
I004207,Book,Business,28,Main
I004208,Book,HSS,28,Main
I004209,Book,HSS,28,Main
I004210,Book,Law,28,Main
I004211,Book,Arts,28,Main
I004212,Book,STEM,28,Main
I004213,Book,HSS,28,Main
I004214,Book,STEM,28,Main
I004215,Book,Medicine,28,Main
I004216,DVD,Business,7,Main
I004217,Book,Law,28,Main
I004218,Book,HSS,28,Main
I004219,Book,STEM,28,Main
I004220,Book,HSS,28,Main
I004221,Book,Law,28,Main
I004222,Book,Business,28,Main
I004223,Laptop,Arts,3,Main
I004224,DVD,HSS,7,Main
I004225,Book,HSS,28,Main
I004226,Book,STEM,28,Main
I004227,Book,Law,28,Main
I004228,Book,Business,28,Main
I004229,Book,HSS,28,Main
I004230,Book,HSS,28,Main
I004231,Book,STEM,28,Main
I004232,Book,STEM,28,Main
I004233,Book,Medicine,28,Main
I004234,Laptop,STEM,3,Main
I004235,Book,Business,28,Main
I004236,Book,STEM,28,Main
I004237,Book,Business,28,Main
I004238,Book,STEM,28,Main
I004239,Book,Medicine,28,Main
I004240,Book,HSS,28,Main
I004241,Book,STEM,28,Main
I004242,Book,HSS,28,Main
I004243,Book,STEM,28,Main
I004244,Book,HSS,28,Main
I004245,Book,HSS,28,Main
I004246,CourseReserve,Arts,1,Main
I004247,Book,HSS,28,Main
I004248,Book,Business,28,Main
I004249,Book,Arts,28,Main
I004250,CourseReserve,HSS,1,Main
I004251,Book,Law,28,Main
I004252,Book,HSS,28,Main
I004253,Book,HSS,28,Main
I004254,Book,STEM,28,Main
I004255,Book,Arts,28,Main
I004256,Book,HSS,28,Main
I004257,CourseReserve,STEM,1,Main
I004258,Book,STEM,28,Main
I004259,Book,Medicine,28,Main
I004260,Book,HSS,28,Main
I004261,Book,Law,28,Main
I004262,Laptop,Law,3,Main
I004263,Book,Law,28,Main
I004264,Book,Arts,28,Main
I004265,Book,Business,28,Main
I004266,Book,HSS,28,Main
I004267,Book,STEM,28,Main
I004268,Book,STEM,28,Main
I004269,DVD,HSS,7,Main
