hold_id,request_dt,item_id,patron_id,pickup_location,collection,status,wait_days,fulfill_dt
H0000511,2024-05-03,I004973,P001195,Main,Book,fulfilled,2.8,2024-05-05 19:12:00
H0000513,2024-06-28,I004922,P002363,Main,Book,fulfilled,2.6,2024-06-30 14:24:00
H0000516,2025-09-23,I003101,P002683,Main,Book,fulfilled,12.2,2025-10-05 04:48:00
H0000517,2024-02-21,I002496,P001142,Main,Book,fulfilled,8.0,2024-02-29 00:00:00
H0000518,2024-01-13,I004442,P001277,Main,DVD,fulfilled,4.7,2024-01-17 16:48:00
H0000520,2024-05-06,I003644,P001247,Main,Book,expired,4.6,
H0000525,2025-12-10,I000395,P000722,Main,Book,fulfilled,7.5,2025-12-17 12:00:00
H0000528,2025-02-07,I004316,P002921,Main,Book,fulfilled,6.4,2025-02-13 09:36:00
H0000529,2024-06-21,I000599,P000817,Main,Book,fulfilled,2.9,2024-06-23 21:36:00
H0000530,2024-05-24,I005469,P002109,Main,DVD,fulfilled,7.3,2024-05-31 07:12:00
H0000532,2024-02-02,I004042,P002329,Main,Book,cancelled,4.4,
H0000533,2025-09-17,I003827,P002773,Main,Book,cancelled,3.0,
H0000534,2024-01-07,I000302,P000295,Main,Book,expired,8.9,
H0000535,2025-12-11,I005240,P001467,Main,Book,fulfilled,3.2,2025-12-14 04:48:00
H0000537,2024-02-17,I001215,P002234,Main,Book,fulfilled,12.5,2024-02-29 12:00:00
H0000538,2025-10-28,I004191,P001729,Main,Book,cancelled,3.7,
H0000539,2025-08-11,I000960,P001008,Main,Book,pending,6.7,
H0000540,2024-05-16,I000624,P000682,Main,Book,fulfilled,3.4,2024-05-19 09:36:00
H0000541,2024-12-01,I002967,P002933,Main,Book,fulfilled,7.2,2024-12-08 04:48:00
H0000543,2025-10-16,I001149,P000326,Main,DVD,fulfilled,5.1,2025-10-21 02:24:00
H0000544,2025-04-13,I005819,P001641,Main,CourseReserve,fulfilled,4.5,2025-04-17 12:00:00
H0000545,2025-03-13,I001351,P000949,Main,DVD,fulfilled,4.7,2025-03-17 16:48:00
H0000547,2025-05-22,I004853,P001395,Main,Book,cancelled,6.0,
H0000548,2025-12-18,I001020,P000708,Main,Book,fulfilled,18.4,2026-01-05 09:36:00
H0000549,2025-10-24,I003012,P000689,Main,Book,fulfilled,7.9,2025-10-31 21:36:00
H0000552,2024-06-04,I002989,P001719,Main,Book,expired,2.9,
H0000553,2024-06-21,I005062,P001539,Main,CourseReserve,pending,3.1,
H0000554,2025-02-12,I001077,P001671,Main,Book,cancelled,7.4,
H0000556,2024-02-13,I004215,P000535,Main,Book,expired,5.4,
H0000557,2024-10-20,I002695,P001155,Main,CourseReserve,fulfilled,7.5,2024-10-27 12:00:00
H0000558,2024-05-23,I003564,P002402,Main,Book,fulfilled,2.6,2024-05-25 14:24:00
H0000559,2025-10-14,I004943,P000136,Main,DVD,fulfilled,4.8,2025-10-18 19:12:00
H0000568,2024-01-08,I001829,P002303,Main,DVD,fulfilled,2.9,2024-01-10 21:36:00
H0000569,2024-08-11,I000635,P001044,Main,Book,fulfilled,3.2,2024-08-14 04:48:00
H0000570,2025-12-25,I004579,P001471,Main,CourseReserve,fulfilled,6.8,2025-12-31 19:12:00
H0000571,2024-03-22,I005670,P000405,Main,Book,fulfilled,4.1,2024-03-26 02:24:00
H0000573,2025-03-23,I005245,P002528,Main,Book,pending,6.2,
H0000575,2024-05-02,I002354,P001101,Main,DVD,expired,4.3,
H0000576,2025-11-05,I003470,P001195,Main,Book,fulfilled,7.1,2025-11-12 02:24:00
H0000577,2025-09-29,I004712,P002532,Main,Book,fulfilled,4.0,2025-10-03 00:00:00
H0000578,2024-02-28,I000423,P001539,Main,Book,fulfilled,6.4,2024-03-05 09:36:00
H0000579,2024-03-11,I002326,P000753,Main,CourseReserve,fulfilled,2.4,2024-03-13 09:36:00
H0000580,2024-01-22,I005177,P002061,Main,Laptop,fulfilled,6.0,2024-01-28 00:00:00
H0000582,2025-08-15,I002110,P002779,Main,CourseReserve,fulfilled,8.3,2025-08-23 07:12:00
H0000585,2025-11-21,I004035,P000871,Main,Book,fulfilled,5.3,2025-11-26 07:12:00
H0000586,2024-02-29,I002843,P000134,Main,Laptop,fulfilled,3.4,2024-03-03 09:36:00
H0000587,2024-08-22,I001359,P002804,Main,Book,pending,5.0,
H0000588,2025-08-31,I005410,P000883,Main,Book,expired,2.5,
H0000589,2024-05-25,I005780,P002868,Main,Book,cancelled,5.3,
H0000590,2024-08-10,I004328,P002312,Main,CourseReserve,fulfilled,5.9,2024-08-15 21:36:00
H0000592,2024-07-21,I001525,P002011,Main,Book,fulfilled,1.2,2024-07-22 04:48:00
H0000595,2025-06-28,I005793,P000625,Main,CourseReserve,fulfilled,4.3,2025-07-02 07:12:00
H0000596,2024-10-09,I005008,P002142,Main,DVD,fulfilled,3.7,2024-10-12 16:48:00
H0000598,2025-11-30,I004124,P001282,Main,Laptop,fulfilled,5.9,2025-12-05 21:36:00
H0000600,2024-08-08,I002730,P001918,Main,Book,pending,8.2,
H0000601,2024-12-04,I000720,P002700,Main,Book,fulfilled,7.8,2024-12-11 19:12:00
H0000603,2024-12-19,I003270,P000015,Main,Book,fulfilled,4.4,2024-12-23 09:36:00
H0000605,2024-11-12,I000228,P002901,Main,Book,fulfilled,6.9,2024-11-18 21:36:00
H0000610,2024-02-10,I005934,P002230,Main,CourseReserve,fulfilled,3.0,2024-02-13 00:00:00
H0000611,2024-07-21,I000766,P001523,Main,Book,expired,3.8,
H0000613,2025-01-10,I000708,P000523,Main,DVD,fulfilled,7.4,2025-01-17 09:36:00
H0000614,2025-01-26,I000290,P000638,Main,Book,fulfilled,4.5,2025-01-30 12:00:00
H0000619,2024-07-04,I003407,P002643,Main,DVD,fulfilled,1.3,2024-07-05 07:12:00
H0000620,2024-02-08,I001405,P002558,Main,Book,fulfilled,5.5,2024-02-13 12:00:00
H0000621,2025-04-10,I003642,P000722,Main,Laptop,cancelled,3.8,
H0000622,2024-09-10,I005007,P002108,Main,Book,fulfilled,4.2,2024-09-14 04:48:00
H0000623,2025-08-01,I002217,P001452,Main,DVD,expired,5.8,
H0000626,2025-08-28,I005060,P001015,Main,Book,fulfilled,12.8,2025-09-09 19:12:00
H0000627,2024-01-13,I001611,P000946,Main,Laptop,cancelled,6.3,
H0000628,2025-02-12,I003520,P002528,Main,Book,fulfilled,5.3,2025-02-17 07:12:00
H0000629,2025-03-29,I003610,P000646,Main,CourseReserve,cancelled,3.2,
H0000630,2024-02-13,I000552,P001458,Main,DVD,fulfilled,4.5,2024-02-17 12:00:00
H0000631,2025-01-16,I003940,P000353,Main,Book,cancelled,5.9,
H0000635,2025-02-07,I003747,P002359,Main,Book,fulfilled,3.6,2025-02-10 14:24:00
H0000636,2024-11-25,I000004,P002141,Main,Book,fulfilled,2.7,2024-11-27 16:48:00
H0000637,2025-12-27,I003954,P001467,Main,Book,fulfilled,4.2,2025-12-31 04:48:00
H0000638,2024-12-13,I002397,P000167,Main,Book,expired,5.7,
H0000642,2024-11-15,I000882,P000946,Main,Book,fulfilled,5.7,2024-11-20 16:48:00
H0000643,2024-08-11,I002483,P001053,Main,CourseReserve,fulfilled,5.2,2024-08-16 04:48:00
H0000646,2025-04-11,I005283,P001467,Main,Book,fulfilled,4.9,2025-04-15 21:36:00
H0000648,2025-01-18,I005363,P002839,Main,Book,fulfilled,7.4,2025-01-25 09:36:00
H0000649,2024-09-12,I000328,P002624,Main,Book,pending,15.2,
H0000651,2024-06-23,I005148,P001063,Main,Laptop,fulfilled,2.9,2024-06-25 21:36:00
H0000652,2025-02-02,I003806,P000541,Main,CourseReserve,cancelled,3.6,
H0000654,2024-02-08,I005381,P000427,Main,Book,pending,9.9,
H0000655,2025-02-05,I003825,P000403,Main,Book,cancelled,3.9,
H0000656,2025-01-24,I005869,P002273,Main,DVD,fulfilled,3.8,2025-01-27 19:12:00
H0000657,2025-12-25,I005223,P000910,Main,Book,fulfilled,2.6,2025-12-27 14:24:00
H0000658,2024-09-12,I005861,P001648,Main,Book,fulfilled,7.7,2024-09-19 16:48:00
H0000660,2024-09-19,I004088,P000743,Main,Book,cancelled,5.4,
H0000661,2024-11-14,I003507,P002089,Main,CourseReserve,fulfilled,8.2,2024-11-22 04:48:00
H0000663,2025-11-20,I003440,P002771,Main,CourseReserve,fulfilled,11.0,2025-12-01 00:00:00
H0000664,2024-03-18,I000494,P000571,Main,Book,fulfilled,6.2,2024-03-24 04:48:00
H0000671,2025-09-12,I001989,P001720,Main,Book,pending,4.7,
H0000676,2025-02-24,I002618,P002787,Main,Book,fulfilled,5.9,2025-03-01 21:36:00
H0000677,2024-02-20,I001867,P001621,Main,Book,fulfilled,3.3,2024-02-23 07:12:00
H0000678,2024-02-15,I004909,P002882,Main,Book,pending,3.6,
H0000680,2025-01-17,I004798,P002785,Main,DVD,fulfilled,8.6,2025-01-25 14:24:00
H0000681,2025-09-28,I003787,P002333,Main,Book,fulfilled,10.1,2025-10-08 02:24:00
H0000684,2025-10-27,I000695,P002068,Main,Book,expired,5.9,
H0000685,2025-04-28,I005452,P001300,Main,Book,fulfilled,3.5,2025-05-01 12:00:00
H0000686,2025-11-09,I002832,P000115,Main,Book,fulfilled,5.7,2025-11-14 16:48:00
H0000687,2024-12-13,I002456,P000930,Main,Book,fulfilled,3.0,2024-12-16 00:00:00
H0000688,2024-09-10,I003999,P002384,Main,Book,fulfilled,3.3,2024-09-13 07:12:00
H0000690,2025-12-02,I000729,P000928,Main,Book,fulfilled,4.4,2025-12-06 09:36:00
H0000692,2025-05-17,I004069,P001610,Main,Book,expired,7.7,
H0000695,2025-09-29,I002460,P000931,Main,Book,pending,5.9,
H0000696,2024-05-07,I001828,P001760,Main,CourseReserve,pending,6.8,
H0000697,2025-04-10,I001308,P001819,Main,DVD,expired,6.0,
H0000701,2025-04-01,I005361,P001033,Main,Book,fulfilled,2.8,2025-04-03 19:12:00
H0000703,2025-08-31,I005176,P000352,Main,DVD,cancelled,5.2,
H0000706,2025-03-10,I001473,P000336,Main,DVD,fulfilled,5.9,2025-03-15 21:36:00
H0000707,2025-07-28,I000785,P001083,Main,Book,fulfilled,3.5,2025-07-31 12:00:00
H0000709,2025-09-13,I001824,P001950,Main,Book,fulfilled,5.8,2025-09-18 19:12:00
H0000710,2024-10-19,I002460,P000643,Main,Book,cancelled,3.4,
H0000711,2025-03-22,I002380,P002686,Main,DVD,fulfilled,7.1,2025-03-29 02:24:00
H0000713,2025-12-05,I001249,P000288,Main,CourseReserve,fulfilled,4.7,2025-12-09 16:48:00
H0000714,2025-02-23,I000939,P000406,Main,Book,fulfilled,8.5,2025-03-03 12:00:00
H0000715,2025-09-22,I002081,P001717,Main,Book,fulfilled,3.8,2025-09-25 19:12:00
H0000718,2025-07-09,I003561,P002667,Main,Book,fulfilled,2.6,2025-07-11 14:24:00
H0000719,2025-11-08,I004629,P001760,Main,Book,fulfilled,6.9,2025-11-14 21:36:00
H0000720,2025-04-23,I003130,P000363,Main,DVD,fulfilled,3.4,2025-04-26 09:36:00
H0000721,2025-09-09,I002911,P000574,Main,Book,fulfilled,4.0,2025-09-13 00:00:00
H0000722,2025-05-28,I002602,P000587,Main,Book,fulfilled,3.2,2025-05-31 04:48:00
H0000725,2025-11-10,I003583,P001231,Main,Book,fulfilled,8.0,2025-11-18 00:00:00
H0000726,2025-12-28,I004782,P001683,Main,Book,fulfilled,7.4,2026-01-04 09:36:00
H0000727,2025-08-05,I002298,P000362,Main,Book,pending,7.2,
H0000728,2024-03-23,I002337,P001586,Main,Book,fulfilled,5.4,2024-03-28 09:36:00
H0000730,2024-10-02,I000808,P001073,Main,CourseReserve,expired,5.1,
H0000731,2024-12-21,I003792,P001546,Main,Book,fulfilled,7.0,2024-12-28 00:00:00
H0000732,2025-05-09,I004814,P002922,Main,Book,fulfilled,4.6,2025-05-13 14:24:00
H0000734,2025-08-30,I003725,P002152,Main,Book,fulfilled,8.8,2025-09-07 19:12:00
H0000738,2024-09-17,I001454,P001575,Main,Book,fulfilled,3.7,2024-09-20 16:48:00
H0000739,2025-11-10,I000345,P000533,Main,Book,expired,7.9,
H0000742,2024-09-19,I001475,P000649,Main,Book,fulfilled,3.8,2024-09-22 19:12:00
H0000743,2025-03-19,I003544,P002284,Main,Book,fulfilled,8.1,2025-03-27 02:24:00
H0000745,2025-09-10,I004015,P001892,Main,Book,fulfilled,9.0,2025-09-19 00:00:00
H0000746,2025-04-08,I001698,P001848,Main,Book,fulfilled,3.2,2025-04-11 04:48:00
H0000748,2025-09-07,I004261,P002100,Main,Book,fulfilled,6.7,2025-09-13 16:48:00
H0000749,2024-11-11,I000662,P000135,Main,CourseReserve,fulfilled,5.3,2024-11-16 07:12:00
H0000751,2025-02-22,I002071,P001578,Main,Book,fulfilled,4.1,2025-02-26 02:24:00
H0000752,2024-08-11,I005738,P002568,Main,Book,fulfilled,10.8,2024-08-21 19:12:00
H0000754,2025-11-13,I002716,P000051,Main,Book,fulfilled,5.8,2025-11-18 19:12:00
H0000755,2024-07-05,I005167,P000742,Main,Book,cancelled,2.7,
H0000756,2025-03-14,I001229,P000403,Main,CourseReserve,fulfilled,4.3,2025-03-18 07:12:00
H0000760,2025-12-19,I000469,P002656,Main,Book,fulfilled,5.2,2025-12-24 04:48:00
H0000762,2025-01-31,I003151,P001914,Main,Book,fulfilled,2.1,2025-02-02 02:24:00
H0000765,2025-02-19,I005325,P000995,Main,Book,fulfilled,11.5,2025-03-02 12:00:00
H0000767,2025-12-31,I005007,P000450,Main,Book,fulfilled,8.3,2026-01-08 07:12:00
H0000769,2025-09-24,I001672,P002801,Main,DVD,fulfilled,3.3,2025-09-27 07:12:00
H0000770,2025-12-27,I001840,P000845,Main,Book,fulfilled,5.3,2026-01-01 07:12:00
H0000773,2025-09-09,I003642,P002150,Main,Laptop,fulfilled,7.4,2025-09-16 09:36:00
H0000776,2024-04-16,I000523,P001790,Main,CourseReserve,fulfilled,5.2,2024-04-21 04:48:00
H0000780,2024-09-08,I002967,P001257,Main,Book,fulfilled,4.9,2024-09-12 21:36:00
H0000783,2024-02-01,I001974,P001060,Main,Book,fulfilled,3.8,2024-02-04 19:12:00
H0000784,2024-10-14,I005784,P000652,Main,Book,fulfilled,4.4,2024-10-18 09:36:00
H0000785,2025-01-21,I001122,P001146,Main,CourseReserve,pending,5.7,
H0000787,2025-06-30,I005177,P002913,Main,Laptop,fulfilled,3.5,2025-07-03 12:00:00
H0000789,2025-01-25,I005720,P000257,Main,Book,fulfilled,3.3,2025-01-28 07:12:00
H0000790,2024-09-04,I001026,P000908,Main,Book,fulfilled,6.1,2024-09-10 02:24:00
H0000791,2024-09-07,I004189,P002447,Main,Book,fulfilled,8.1,2024-09-15 02:24:00
H0000792,2025-05-19,I002681,P002903,Main,Book,fulfilled,10.6,2025-05-29 14:24:00
H0000795,2025-05-27,I005441,P000717,Main,Book,fulfilled,4.1,2025-05-31 02:24:00
H0000796,2025-01-01,I002917,P000275,Main,Book,fulfilled,4.1,2025-01-05 02:24:00
H0000798,2025-11-29,I003013,P000176,Main,Book,fulfilled,5.9,2025-12-04 21:36:00
H0000800,2025-02-14,I000879,P002951,Main,Book,fulfilled,3.2,2025-02-17 04:48:00
H0000801,2024-09-15,I002779,P000505,Main,Book,fulfilled,7.7,2024-09-22 16:48:00
H0000803,2024-08-01,I002106,P000394,Main,Book,fulfilled,3.5,2024-08-04 12:00:00
H0000804,2024-08-28,I003677,P002808,Main,Book,fulfilled,3.6,2024-08-31 14:24:00
H0000805,2024-11-18,I002530,P002377,Main,CourseReserve,fulfilled,3.9,2024-11-21 21:36:00
H0000806,2025-11-03,I003721,P002222,Main,Book,cancelled,6.2,
H0000808,2025-01-11,I000116,P002782,Main,DVD,fulfilled,3.1,2025-01-14 02:24:00
H0000809,2025-01-06,I004606,P001602,Main,Laptop,cancelled,7.6,
H0000810,2024-08-08,I000090,P001356,Main,Book,pending,4.2,
H0000811,2025-06-23,I005231,P002435,Main,Book,fulfilled,4.8,2025-06-27 19:12:00
H0000812,2024-02-22,I003804,P002642,Main,CourseReserve,expired,4.6,
H0000813,2025-01-03,I005632,P002447,Main,Book,fulfilled,3.3,2025-01-06 07:12:00
H0000814,2025-03-02,I001002,P002767,Main,Book,cancelled,3.4,
H0000815,2024-07-01,I005020,P000815,Main,DVD,pending,5.9,
H0000818,2024-12-24,I004898,P002813,Main,Book,fulfilled,4.8,2024-12-28 19:12:00
H0000821,2025-03-28,I000390,P000863,Main,DVD,expired,2.8,
H0000822,2025-06-06,I003098,P000419,Main,Book,fulfilled,6.6,2025-06-12 14:24:00
H0000826,2025-03-19,I005427,P002356,Main,CourseReserve,fulfilled,6.6,2025-03-25 14:24:00
H0000827,2024-05-26,I000293,P000734,Main,DVD,fulfilled,5.7,2024-05-31 16:48:00
H0000828,2025-09-21,I001358,P001548,Main,Book,fulfilled,4.2,2025-09-25 04:48:00
H0000829,2025-08-02,I001321,P002196,Main,Book,pending,3.9,
H0000830,2024-07-12,I000691,P002438,Main,Book,fulfilled,8.2,2024-07-20 04:48:00
H0000831,2025-10-12,I002430,P002356,Main,Laptop,expired,4.6,
H0000833,2025-06-18,I000335,P000581,Main,Book,fulfilled,1.9,2025-06-19 21:36:00
H0000834,2025-05-17,I000912,P002839,Main,Book,cancelled,7.8,
H0000836,2025-02-10,I005530,P002264,Main,Book,fulfilled,12.5,2025-02-22 12:00:00
H0000837,2025-08-08,I000526,P000278,Main,Book,fulfilled,2.0,2025-08-10 00:00:00
H0000838,2025-11-13,I003726,P002825,Main,CourseReserve,pending,3.1,
H0000841,2024-01-11,I004137,P001868,Main,Book,fulfilled,5.5,2024-01-16 12:00:00
H0000842,2024-06-06,I002030,P002499,Main,Book,fulfilled,1.2,2024-06-07 04:48:00
H0000845,2024-09-21,I002169,P002341,Main,Book,pending,7.0,
H0000848,2025-01-06,I001371,P000035,Main,CourseReserve,cancelled,5.3,
H0000850,2025-07-17,I002192,P000387,Main,Laptop,fulfilled,9.0,2025-07-26 00:00:00
H0000852,2024-11-23,I004000,P001783,Main,Book,fulfilled,7.2,2024-11-30 04:48:00
H0000854,2024-10-11,I002084,P000932,Main,Laptop,fulfilled,3.5,2024-10-14 12:00:00
H0000855,2025-02-26,I004699,P001434,Main,Book,fulfilled,6.3,2025-03-04 07:12:00
H0000856,2025-11-01,I005956,P002446,Main,Book,pending,9.0,
H0000858,2024-03-09,I004815,P001090,Main,Book,fulfilled,7.4,2024-03-16 09:36:00
H0000859,2024-01-11,I003756,P001843,Main,Book,cancelled,9.8,
H0000860,2024-08-28,I003569,P001682,Main,Book,fulfilled,3.0,2024-08-31 00:00:00
H0000862,2025-09-05,I001616,P000151,Main,Book,expired,6.6,
H0000863,2024-05-01,I001647,P000932,Main,Book,fulfilled,4.7,2024-05-05 16:48:00
H0000864,2025-06-20,I002172,P001894,Main,Book,fulfilled,5.9,2025-06-25 21:36:00
H0000866,2024-09-11,I004987,P000926,Main,Book,fulfilled,7.1,2024-09-18 02:24:00
H0000867,2024-07-12,I005376,P000216,Main,DVD,pending,3.6,
H0000870,2025-05-22,I004020,P001104,Main,Book,fulfilled,5.2,2025-05-27 04:48:00
H0000873,2025-06-28,I004465,P000903,Main,Book,expired,2.7,
H0000875,2024-09-19,I004341,P002982,Main,Book,fulfilled,7.0,2024-09-26 00:00:00
H0000878,2024-01-06,I002167,P000822,Main,Book,fulfilled,6.4,2024-01-12 09:36:00
H0000879,2024-08-01,I001530,P002389,Main,Book,cancelled,7.5,
H0000880,2025-07-13,I005564,P000805,Main,Book,fulfilled,8.8,2025-07-21 19:12:00
H0000882,2024-07-15,I005488,P002949,Main,Book,expired,2.0,
H0000883,2024-09-05,I003198,P001468,Main,DVD,fulfilled,5.1,2024-09-10 02:24:00
H0000885,2024-02-24,I003462,P001647,Main,Book,fulfilled,9.0,2024-03-04 00:00:00
H0000888,2025-06-29,I005842,P001016,Main,Book,cancelled,2.1,
H0000890,2024-09-17,I005869,P001457,Main,DVD,fulfilled,4.9,2024-09-21 21:36:00
H0000891,2024-03-07,I003028,P002228,Main,Book,fulfilled,5.8,2024-03-12 19:12:00
H0000892,2025-06-03,I004196,P000520,Main,Book,fulfilled,1.6,2025-06-04 14:24:00
H0000893,2025-09-11,I001435,P000836,Main,Book,fulfilled,3.4,2025-09-14 09:36:00
H0000896,2024-12-06,I001141,P001177,Main,DVD,fulfilled,3.5,2024-12-09 12:00:00
H0000897,2025-06-20,I000946,P001243,Main,Book,expired,4.0,
H0000900,2024-02-23,I003915,P001014,Main,CourseReserve,cancelled,3.2,
H0000901,2025-02-01,I004486,P002651,Main,Book,fulfilled,10.2,2025-02-11 04:48:00
H0000903,2024-10-11,I002673,P000419,Main,Book,fulfilled,3.2,2024-10-14 04:48:00
H0000904,2025-02-09,I002195,P002256,Main,Book,fulfilled,5.7,2025-02-14 16:48:00
H0000905,2025-04-11,I003227,P000365,Main,Book,fulfilled,6.0,2025-04-17 00:00:00
H0000906,2025-04-07,I003215,P002957,Main,Book,expired,8.1,
H0000907,2024-04-15,I004913,P002792,Main,Book,fulfilled,10.1,2024-04-25 02:24:00
H0000908,2025-08-20,I001885,P000650,Main,Book,fulfilled,5.7,2025-08-25 16:48:00
H0000911,2024-11-02,I004376,P002551,Main,Book,fulfilled,5.8,2024-11-07 19:12:00
H0000913,2024-10-17,I001465,P002955,Main,CourseReserve,expired,3.2,
H0000914,2024-05-13,I004248,P002933,Main,Book,fulfilled,8.6,2024-05-21 14:24:00
H0000915,2025-09-15,I000908,P001313,Main,Book,pending,3.6,
H0000916,2025-06-22,I000546,P002109,Main,Book,fulfilled,3.2,2025-06-25 04:48:00
H0000922,2025-11-04,I004983,P000265,Main,Book,fulfilled,5.3,2025-11-09 07:12:00
H0000923,2025-10-09,I003403,P001131,Main,CourseReserve,fulfilled,3.9,2025-10-12 21:36:00
H0000925,2025-03-10,I000274,P002573,Main,Laptop,expired,5.1,
H0000928,2024-08-04,I005823,P002647,Main,Book,fulfilled,13.4,2024-08-17 09:36:00
H0000929,2024-09-26,I004748,P000776,Main,Book,expired,6.0,
H0000930,2024-08-03,I002145,P001237,Main,Book,fulfilled,4.6,2024-08-07 14:24:00
H0000931,2024-04-24,I005565,P000302,Main,CourseReserve,cancelled,4.4,
H0000932,2024-02-21,I000088,P000418,Main,Book,fulfilled,3.3,2024-02-24 07:12:00
H0000933,2025-10-10,I001569,P001752,Main,Book,expired,7.5,
H0000935,2024-11-03,I001032,P001509,Main,Book,fulfilled,6.7,2024-11-09 16:48:00
H0000936,2025-08-14,I001729,P001619,Main,DVD,fulfilled,4.8,2025-08-18 19:12:00
H0000940,2025-08-17,I004410,P000195,Main,Book,fulfilled,8.6,2025-08-25 14:24:00
H0000941,2025-08-04,I000719,P000553,Main,Book,pending,4.9,
H0000942,2024-04-10,I005553,P002427,Main,CourseReserve,fulfilled,10.1,2024-04-20 02:24:00
H0000943,2025-03-02,I000349,P002036,Main,Book,fulfilled,4.9,2025-03-06 21:36:00
H0000946,2025-10-19,I003203,P001489,Main,Book,fulfilled,7.2,2025-10-26 04:48:00
H0000947,2024-09-06,I004012,P001966,Main,Book,cancelled,5.7,
H0000949,2024-03-05,I005241,P000288,Main,CourseReserve,fulfilled,4.5,2024-03-09 12:00:00
H0000950,2025-01-15,I003192,P002526,Main,Laptop,fulfilled,9.5,2025-01-24 12:00:00
H0000951,2025-11-30,I005219,P001092,Main,Book,expired,3.0,
H0000953,2025-07-17,I001168,P002759,Main,Book,fulfilled,2.3,2025-07-19 07:12:00
H0000954,2024-09-21,I005830,P001716,Main,Book,fulfilled,3.3,2024-09-24 07:12:00
H0000955,2025-06-12,I003026,P002973,Main,Book,pending,2.7,
H0000956,2025-12-23,I000286,P000952,Main,Book,fulfilled,4.3,2025-12-27 07:12:00
H0000958,2024-12-04,I001781,P001568,Main,Book,fulfilled,8.4,2024-12-12 09:36:00
H0000960,2024-02-29,I001290,P001893,Main,Book,pending,5.2,
H0000961,2025-05-13,I004419,P000218,Main,Book,fulfilled,10.1,2025-05-23 02:24:00
H0000963,2025-07-18,I004758,P000725,Main,Book,fulfilled,1.8,2025-07-19 19:12:00
H0000964,2025-12-21,I001723,P001649,Main,Book,fulfilled,3.9,2025-12-24 21:36:00
H0000965,2025-08-08,I000427,P001866,Main,Book,fulfilled,3.8,2025-08-11 19:12:00
H0000966,2025-08-10,I001675,P001821,Main,DVD,fulfilled,6.8,2025-08-16 19:12:00
H0000969,2025-06-02,I002954,P002713,Main,Book,fulfilled,3.9,2025-06-05 21:36:00
H0000971,2025-02-08,I004715,P000699,Main,Book,fulfilled,5.6,2025-02-13 14:24:00
H0000972,2024-07-01,I001344,P000607,Main,Book,fulfilled,5.3,2024-07-06 07:12:00
H0000973,2024-01-23,I001075,P000036,Main,CourseReserve,fulfilled,8.1,2024-01-31 02:24:00
H0000974,2024-03-08,I004574,P001522,Main,Book,expired,9.4,
H0000977,2024-06-26,I000143,P002404,Main,Book,fulfilled,2.6,2024-06-28 14:24:00
H0000978,2024-12-14,I000747,P000943,Main,Book,fulfilled,10.7,2024-12-24 16:48:00
H0000980,2024-10-30,I001042,P000583,Main,DVD,expired,3.3,
H0000981,2025-03-22,I001613,P000475,Main,Book,fulfilled,8.3,2025-03-30 07:12:00
H0000982,2024-03-20,I003165,P000900,Main,Book,expired,6.0,
H0000984,2024-02-29,I001923,P002971,Main,Book,fulfilled,5.1,2024-03-05 02:24:00
H0000987,2025-04-03,I001301,P001741,Main,Book,fulfilled,9.0,2025-04-12 00:00:00
H0000991,2025-02-15,I005494,P002204,Main,Book,fulfilled,7.3,2025-02-22 07:12:00
H0000992,2025-02-08,I001347,P000614,Main,Book,fulfilled,13.7,2025-02-21 16:48:00
H0000993,2025-10-20,I003413,P001469,Main,Book,expired,5.8,
H0000994,2024-08-15,I001449,P001053,Main,CourseReserve,fulfilled,8.9,2024-08-23 21:36:00
H0000995,2025-03-31,I005029,P002644,Main,Book,fulfilled,2.7,2025-04-02 16:48:00
H0000996,2025-04-24,I005404,P002513,Main,Book,fulfilled,7.5,2025-05-01 12:00:00
H0000998,2025-03-23,I004655,P001886,Main,Book,fulfilled,3.5,2025-03-26 12:00:00
H0001001,2024-06-23,I003920,P000072,Main,DVD,fulfilled,4.5,2024-06-27 12:00:00
H0001002,2025-10-07,I002914,P001361,Main,CourseReserve,fulfilled,7.2,2025-10-14 04:48:00
H0001003,2025-09-04,I000964,P001844,Main,Book,cancelled,3.7,
H0001004,2025-10-25,I002510,P002571,Main,Laptop,fulfilled,11.3,2025-11-05 07:12:00
